strassenschlüssel,strassenname,stadtteilschlüssel,stadtteilname,stadtviertelschlüssel,stadtviertelname,plz,hausnr_ungerade_von,hausnr_ungerade_bis,hausnr_gerade_von,hausnr_gerade_bis
2447,Otzenrather Weg,604,Heimersdorf,60401.0,Heimersdorf-Nord,50767,0001,0011,0002,0012
2448,Overather Str.,807,Brück,80706.0,Siedlung Klausenberg,51109,0005,0025,0002,0036
2449,Overbeckstr.,402,Neuehrenfeld,40202.0,Neuehrenfeld,50823,0005,0071,0002,0080
2450,Overbergstr.,901,Mülheim,90103.0,Mülheim,51063,,,0002,0004
3914,Oversburgstr.,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,,,,
3914,Oversburgstr.,101,Altstadt/Süd,10106.0,Severins-Viertel,50678,,,,
2451,Overstolzenstr.,102,Neustadt/Süd,10202.0,Volksgarten-Viertel,50677,0011,0021a,0002,0018
3499,Oxforder Passage,609,Chorweiler,60901.0,Chorweiler,50765,,,,
2452,Paderborner Str.,806,Merheim,80603.0,Merheim-Mitte,51109,0001,0015,0002,0016
5278,Paffendorfstr.,808,Rath/Heumar,80802.0,Rath,51107,0001,0123,0002,0074
2453,Paffrather Str.,905,Dellbrück,90501.0,Dellbrück,51069,0007,0019,,
2453,Paffrather Str.,905,Dellbrück,90505.0,Thielenbruch,51069,0021,0051,0002,0150
2454,Palanterstr.,302,Sülz,30202.0,Sülz,50937,0003,0059,0002,0046
2455,Pallenbergheim,505,Weidenpesch,50502.0,Weidenpesch,50737,0001,0023,0002,0022
2456,Pallenbergstr.,505,Weidenpesch,50502.0,Weidenpesch,50737,0001,0035,0018,0024
2456,Pallenbergstr.,505,Weidenpesch,50504.0,Merheim (lrh.),50737,,,0008,0016a
6015,Palmenhof,309,Widdersdorf,30905.0,Widdersdorf-Süd,50859,0001,0051,0002,0032
2457,Palmenweg,604,Heimersdorf,60403.0,Baum-Siedlung,50767,0001,0025,0002,0026
2458,Palmstr.,103,Altstadt/Nord,10309.0,Apostel-Viertel,50672,0001,0047,0002,0038
2459,Pankratiusstr.,612,Worringen,61201.0,Alt-Worringen,50769,0001,0045,0002,0038
2460,Pannenackerweg,612,Worringen,61204.0,Neu-Worringen,50769,0001,0017,0002,0032
2461,Pantaleonsmühlengasse,101,Altstadt/Süd,10102.0,Mauritius-Viertel,50676,0009,0009,0006,0008
2461,Pantaleonsmühlengasse,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,0021,0029,0022,0044
2462,Pantaleonstr.,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,0001,0007,0002,0018
2463,Pantaleonswall,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,0005,0039,0004,0050
2463,Pantaleonswall,101,Altstadt/Süd,10102.0,Mauritius-Viertel,50676,0065,0069,,
2464,Papageienstr.,901,Mülheim,90103.0,Mülheim,51063,0003,0007,0002,0046
5279,Pappelallee,707,Urbach,70701.0,Urbach,51145,0001,0013,0008,0044
2465,Pappelweg,604,Heimersdorf,60403.0,Baum-Siedlung,50767,0003,0027,0004,0088
2466,Paquetweg,603,Seeberg,60301.0,Seeberg-Nord,50769,0001,0009,0002,0020
2467,Paracelsusplatz,909,Flittard,90903.0,Bayer-Siedlung,51061,0001,0015,0002,0012
3585,Parallelweg,611,Roggendorf/Thenhoven, , ,50769,0001,0001,,
3500,Pariser Passage,609,Chorweiler,60901.0,Chorweiler,50765,,,,
3501,Pariser Platz,609,Chorweiler,60901.0,Chorweiler,50765,0001,0001,0030,0032c
3824,Park der Menschenrechte,303,Lindenthal, , ,50931,,,,
2469,Parkgürtel,402,Neuehrenfeld,40202.0,Neuehrenfeld,50823,0001,0033,0002,0020
2469,Parkgürtel,402,Neuehrenfeld,40203.0,GE Schlachthof-Süd,50823,,,0024,0024
2469,Parkgürtel,507,Bilderstöckchen,50703.0,Parkgürtel-Süd,50739,,,,
2470,Parkstr.,202,Marienburg,20201.0,Marienburg,50968,0001,0071,0002,0024
5281,Parkstr. (Wahnheide),710,Wahnheide,71001.0,Wahnheide,51147,0001,0059,0002,0026
2471,Parsevalstr.,406,Ossendorf,40604.0,Ossendorf-Nord,50827,0001,0009,0002,0004
2472,Passauer Str.,803,Vingst,80303.0,Vingst,51103,0003,0011,0002,0010
2473,Pasteurstr.,504,Niehl,50409.0,GE Niehl,50735,0001,0019,0020,0020
5283,Pastoratsstr.,206,Rondorf,20601.0,Rondorf,50997,0001,0035a,0002,0050
5284,Pastor-Huthmacher-Str.,713,Libur,71301.0,Libur,51147,0007,0011,0002,0030
3711,Pastor-Kastenholz-Weg,601,Merkenich,60103.0,Merkenich,50769,0001,0039,0004,0044
2474,Pastor-Könn-Platz,103,Altstadt/Nord,10309.0,Apostel-Viertel,50667,0001,0001,,
3746,Pastor-Paul-Milde-Str.,701,Poll,70101.0,Rolshoven,51105,0001,0001,,
2475,Pastor-Wolff-Str.,504,Niehl,50404.0,Niehl,50735,0001,0093,0008,0028
5955,Pater-Adam-Müller-Platz,606,Pesch,60601.0,Pesch,50767,0001,0001,,
2476,Pater-Delp-Str.,506,Longerich,50602.0,Neu-Longerich,50737,,,0002,0022
2477,Pater-Dionysius-Str.,604,Heimersdorf,60402.0,Heimersdorf,50767,0001,0041,0002,0022
6060,Pater-Prinz-Weg,206,Rondorf, , ,50997,,,,
3566,Pater-Schulte-Weg,506,Longerich,50605.0,Lützlongerich,50739,0001,0015,0002,0004
2478,Pattscheider Weg,906,Höhenhaus,90603.0,Höhenhaus,51061,0001,0035,0002,0030
5285,Paul-Brätter-Str.,710,Wahnheide,71001.0,Wahnheide,51147,0001,0023,0002,0024
5286,Paul-Finger-Str.,306,Junkersdorf,30601.0,Junkersdorf,50858,0003,0021,0002,0026
3793,Paul-Henri-Spaak-Str.,905,Dellbrück,90510.0,Moorslede,51069,0001,0019,0006,0022
2479,Paul-Humburg-Str.,506,Longerich,50602.0,Neu-Longerich,50737,0001,0031,0002,0070
3847,Pauline-Christmann-Str.,808,Rath/Heumar,80802.0,Rath,51107,0003,0007,0002,0012
2480,Paulinenhofstr.,909,Flittard,90901.0,Flittard,51061,0001,0075,0002,0048
5287,Paulinenweg,703,Ensen,70301.0,Ensen,51149,0001,0005a,0002,0006
2481,Pauliplatz,304,Braunsfeld,30401.0,Braunsfeld,50933,0001,0013,0002,0014
2482,Paulistr.,304,Braunsfeld,30401.0,Braunsfeld,50933,0001,0045,0002,0066
2483,Paul-Klee-Str.,809,Neubrück,80902.0,Neubrück,51109,,,0002,0010
2484,Paul-Löbe-Weg,603,Seeberg,60301.0,Seeberg-Nord,50769,,,0002,0040
3941,Paul-Nießen-Str.,205,Zollstock,20504.0,Zollstock,50969,0001,0025,,
3941,Paul-Nießen-Str.,205,Zollstock,20506.0,GE Zollstock,50969,,,0002,0062
3781,Paul-Reifenberg-Str.,504,Niehl,50405.0,GI Emdener Str. ,50735,,,,
3663,Paul-Schallück-Str.,302,Sülz,30205.0,Justiz-Viertel,50939,0003,0033,0002,0010
5288,Paulshofstr.,606,Pesch,60601.0,Pesch,50767,0001,0069,0002,0016
2485,Paul-Steger-Weg,305,Müngersdorf,30502.0,Stadion,50933,,,,
2486,Paulstr.,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,0003,0039,0002,0038
5290,Paulstr. (Weiß),209,Weiß,20901.0,Neu-Weiß,50999,0005,0023,0002,0024
5289,Paulstr. (Westhoven),702,Westhoven,70202.0,Westhoven,51149,0001,0005,0002,0004a
2487,Peco-Bauwens-Allee,305,Müngersdorf,30502.0,Stadion,50933,,,,
3534,Peeneweg,609,Chorweiler,60902.0,Siedlung Chorweiler-Nord,50765,,,,
5845,Peletierweg,714,Zündorf,71402.0,Zündorf-Süd,51143,0001,0037,0002,0036
2488,Pellenzstr.,401,Ehrenfeld,40103.0,Ehrenfeld,50823,0013,0043,0006,0048
2489,Penningsfelder Weg,905,Dellbrück,90512.0,Mielenforster Heide,51069,0031,0051,0030,0048
2489,Penningsfelder Weg,905,Dellbrück, , ,51069,,,0050,0050
2489,Penningsfelder Weg,905,Dellbrück,90504.0,Strunden,51069,0087,0103,0086,0100
2491,Perlengäßchen,103,Altstadt/Nord,10305.0,City,50667,0001,0005,,
2492,Perlengraben,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,0101,0101,0002,0010
2493,Perlenpfuhl,103,Altstadt/Nord,10305.0,City,50667,0001,0039,0004,0008
2494,Pescher Holzweg,608,Volkhoven/Weiler,60801.0,Volkhoven,50765,0001,0041,,
5292,Pescher Pfad,607,Esch/Auweiler,60702.0,Auweiler,50765,0001,0011,0002,0018
5293,Pescher Str.,607,Esch/Auweiler,60702.0,Auweiler,50765,0001,0025,0002,0024
5293,Pescher Str.,606,Pesch, , ,50767,0125,0125,,
3640,Pescher Weg,405,Bocklemünd/Mengenich, , ,50829,,,,
2495,Pescher Weg (Pesch),606,Pesch,60601.0,Pesch,50767,0001,0001,,
2495,Pescher Weg (Pesch),605,Lindweiler,60501.0,Lindweiler,50767,0007,0011,0012,0064
2496,Peschgasse,901,Mülheim,90103.0,Mülheim,51063,,,,
5294,Pestalozzistr. (Pesch),606,Pesch,60601.0,Pesch,50767,0001,0109,0002,0050
5295,Pestalozzistr. (Weiden),307,Weiden,30702.0,Neu-Weiden,50858,0001,0009,0002,0010
2498,Peter-Bauer-Str.,402,Neuehrenfeld,40202.0,Neuehrenfeld,50823,0001,0017,0002,0020
2499,Peter-Baum-Weg,907,Dünnwald, , ,51069,0001,0001,,
2499,Peter-Baum-Weg,907,Dünnwald,90702.0,Dünnwald,51069,,,0002,0008
2499,Peter-Baum-Weg,907,Dünnwald,90707.0,Siedlung Waldbad,51069,,,0022,0024
2500,Peter-Berchem-Str.,303,Lindenthal,30305.0,Deckstein,50935,0001,0009,0002,0010
2501,Peter-Dedenbach-Str.,104,Neustadt/Nord,10407.0,Colonius,50672,,,0002,0008
2502,Peter-Franzen-Str.,406,Ossendorf,40601.0,Ossendorf,50827,0001,0045,0002,0046
2503,Peter-Grieß-Str.,909,Flittard,90903.0,Bayer-Siedlung,51061,0001,0023,0002,0022
2504,Peter-Günther-Weg,305,Müngersdorf,30502.0,Stadion,50933,,,,
3891,Peter-Hagen-Str.,807,Brück,80701.0,Brück,51109,0001,0023,0002,0016
5957,Peter-Joseph-Schumacher-Weg,711,Wahn,71101.0,Wahn,51147,0001,0021,0002,0026
2505,Peter-Kintgen-Str.,303,Lindenthal,30305.0,Deckstein,50935,0001,0013,0002,0010
6036,Peter-Koep-Str.,210,Sürth,21001.0,Sürth,50999,0005,0027,0002,0008
3846,Peter-Kütter-Weg,906,Höhenhaus,90605.0,Siedlung Goldregenweg,51061,0001,0011,,
3803,Peter-Michels-Str.,406,Ossendorf,40601.0,Ossendorf,50827,0001,0067,0002,0124
3741,Peter-Miebach-Weg,608,Volkhoven/Weiler,60802.0,Weiler,50765,0005,0019,0002,0014
2506,Peter-Müller-Str.,901,Mülheim,90103.0,Mülheim,51063,0001,0019,,
3806,Peter-Röser-Str.,406,Ossendorf,40601.0,Ossendorf,50827,0001,0035,0002,0010
2507,Petersbergstr.,301,Klettenberg,30101.0,Klettenberg,50939,0001,0113,0002,0106
5296,Petersbergstr. (Meschenich),213,Meschenich,21301.0,Alt-Meschenich,50997,,,0002,0040
2508,Petersenstr.,807,Brück,80701.0,Brück,51109,0001,0021,0002,0054
3712,Peter-Steinberg-Weg,601,Merkenich,60103.0,Merkenich,50769,0003,0029,0002,0038
2509,Peterstr.,101,Altstadt/Süd,10103.0,Cäcilien-Viertel,50676,0001,0029,0002,0004
5298,Peterstr. (Porz),706,Porz,70603.0,Porz-Ost,51145,0001,0023,0002,0002
5299,Peterstr. (Weiß),209,Weiß,20901.0,Neu-Weiß,50999,0003,0015,0002,0018
2510,Peter-Stühlen-Str.,802,Kalk,80202.0,GE Kalk,51103,0099,0119,,
2510,Peter-Stühlen-Str.,802,Kalk,80201.0,Kalk,51103,0125,0125,0084,0160
2511,Peter-von-Fliesteden-Str.,304,Braunsfeld,30401.0,Braunsfeld,50933,0001,0043,0002,0028
2522,Peter-Warnecke-Weg,906,Höhenhaus,90605.0,Siedlung Goldregenweg,51061,0001,0037a,0002,0076
2512,Peter-Welter-Platz,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,0001,0005,0002,0002
5951,Petra-Kelly-Weg,306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0019,,
2513,Pettenkoferstr.,402,Neuehrenfeld,40203.0,GE Schlachthof-Süd,50823,,,0002,0006
5301,Pfaffenpfad,707,Urbach,70701.0,Urbach,51145,0001,0015,0002,0036
5302,Pfaffenpfädchen,705,Eil,70502.0,Eil,51145,0003,0049,0002,0048
2514,Pfälzer Str.,102,Neustadt/Süd,10202.0,Volksgarten-Viertel,50677,0001,0035,0002,0058
2515,Pfälzischer Ring,901,Mülheim,90101.0,Stegerwald-Siedlung,51063,,,0100,0102
2515,Pfälzischer Ring,105,Deutz, , ,50679,,,,
3701,Pfarrer-Buchbender-Weg,905,Dellbrück,90507.0,Dellbrück-Süd,51069,0001,0019,0002,0018
5970,Pfarrer-Heinrich-Fuchs-Str.,213,Meschenich,21301.0,Alt-Meschenich,50997,0001,0019,0002,0068
3986,Pfarrer-Heller-Park,506,Longerich,50605.0,Lützlongerich,50739,,,,
3735,Pfarrer-Hillmann-Weg,905,Dellbrück,90501.0,Dellbrück,51069,0001,0025,0002,0016
3818,Pfarrer-Krautwig-Str.,805,Ostheim,80501.0,Ostheim-Nord,51109,,,0008,0008
3614,Pfarrer-Maybaum-Weg,906,Höhenhaus,90605.0,Siedlung Goldregenweg,51061,0001,0107,0002,0084
3729,Pfarrer-Moll-Str.,801,Humboldt/Gremberg,80101.0,Humboldt,51105,,,0050,0054
5424,Pfarrer-Nikolaus-Vogt-Weg,702,Westhoven,70202.0,Westhoven,51149,,,,
5874,Pfarrer-te-Reh-Str.,208,Rodenkirchen,20801.0,Michaelshoven,50999,0001,0007,0002,0008
3700,Pfarrer-Weber-Weg,904,Holweide,90401.0,Holweide-West,51067,0003,0005,,
2516,Pfarriusstr.,303,Lindenthal,30301.0,Alt-Lindenthal,50935,0001,0017,0004,0012
2517,Pfeiffergasse,701,Poll,70102.0,Poll,51105,0001,0005a,,
2518,Pfeilstr.,103,Altstadt/Nord,10309.0,Apostel-Viertel,50672,0011,0053,0002,0050
2519,Pferdmengesstr.,202,Marienburg,20201.0,Marienburg,50968,0001,0035,0002,0052
2520,Pfingstrosenweg,701,Poll,70101.0,Rolshoven,51105,0001,0007,0002,0008
2521,Pfitznerstr.,303,Lindenthal,30306.0,Melaten,50931,0001,0019,0002,0006
5305,Pflasterhofweg,209,Weiß,20901.0,Neu-Weiß,50999,0001,0099,0004,0078
5306,Philipp-Reis-Str.,706,Porz,70601.0,Porz-Mitte,51143,,,,
5963,Philipp-Röhl-Str.,306,Junkersdorf,30602.0,Stadtwaldsiedlung,50858,0001,0005,,
2523,Philippstr.,401,Ehrenfeld,40103.0,Ehrenfeld,50823,0001,0069,0002,0072
2524,Philipp-Wirtgen-Str.,503,Riehl,50301.0,Riehl,50735,0007,0021,0016,0026
2525,Philipp-Zorn-Str.,504,Niehl,50407.0,Ford-Siedlung,50735,0013,0079,0008,0078
3916,Picassoplatz,105,Deutz,10505.0,Messe,50679,0001,0003,0002,0002
2526,Piccoloministr.,903,Buchheim, , ,51063,0001,0001,,
2526,Piccoloministr.,903,Buchheim,90302.0,Buchheim,51063,,,0002,0032
2526,Piccoloministr.,904,Holweide,90401.0,Holweide-West,51067,0273,0387,0262,0356
2526,Piccoloministr.,904,Holweide,90402.0,Holweide-Ost,51067,0389,0629,0374,0614
5856,Pierstr.,211,Godorf,21101.0,Godorf,50997,0001,0041,0008,0030
2527,Pilgrimstr.,101,Altstadt/Süd,10102.0,Mauritius-Viertel,50674,,,0018,0020
2528,Pilzweg,905,Dellbrück,90503.0,Blumen-Siedlung,51069,,,0004,0016
2529,Pingenweg,604,Heimersdorf,60402.0,Heimersdorf,50767,0001,0073,,
2529,Pingenweg,605,Lindweiler,60502.0,GE Lindweiler,50767,,,,
2530,Pingsdorfer Str.,204,Raderthal,20401.0,Volkspark-Siedlung,50968,0003,0009,0002,0010
5730,Pinienweg,607,Esch/Auweiler,60702.0,Auweiler,50765,0001,0007,0002,0018
6046,Pinovaweg,607,Esch/Auweiler,60702.0,Auweiler,50765,0001,0013,0002,0028
2531,Pionierstr.,503,Riehl,50301.0,Riehl,50735,0001,0037,,
2531,Pionierstr.,503,Riehl,50303.0,Zoo-Flora,50735,,,0002,0032
2532,Pipinstr.,101,Altstadt/Süd,10101.0,Kapitol-Viertel,50667,0001,0009,0002,0016
2533,Pirolweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,0001,0019,0002,0008
2534,Piusstr.,401,Ehrenfeld,40104.0,Vogelsanger Str.,50823,0001,0101,0002,0088
2534,Piusstr.,303,Lindenthal,30306.0,Melaten,50931,0127,0137,,
5309,Planckstr.,706,Porz,70603.0,Porz-Ost,51145,0001,0011,0002,0014
5310,Planitzweg,709,Grengel, , ,51147,0001a,0001a,,
2535,Plankgasse,103,Altstadt/Nord,10307.0,Ursula-Viertel,50668,0005,0037,0002,0046
2535,Plankgasse,103,Altstadt/Nord,10302.0,Eigelstein-Viertel,50668,0045,0047,0052,0062
2536,Plantagenstr.,803,Vingst,80303.0,Vingst,51107,0001,0013,0004,0018
2537,Platanenweg,403,Bickendorf,40303.0,Siedlung Bickendorf,50827,0001,0011,0002,0014
2538,Platenstr.,401,Ehrenfeld,40101.0,Ehrenfeld-West,50825,0001,0055,0002,0120
6093,Platz der Kulturen,716,Finkenberg,71601.0,Siedlung Finkenberg,51149,,,,
2539,Plectrudengasse,101,Altstadt/Süd,10101.0,Kapitol-Viertel,50676,,,0002,0004
3535,Pleißesteig,609,Chorweiler,60902.0,Siedlung Chorweiler-Nord,50765,,,,
2540,Pletschbachweg,612,Worringen,61201.0,Alt-Worringen,50769,0005,0007,0004,0012
3840,Plettenberger Str.,806,Merheim,80604.0,Merheimer Heide,51103,,,,
2541,Pliniusstr.,503,Riehl,50301.0,Riehl,50735,0005,0011,0002,0006
5508,Pohlhofstr.,607,Esch/Auweiler,60702.0,Auweiler,50765,0001,0035,,
2542,Pohligstr.,205,Zollstock,20506.0,GE Zollstock,50969,0001,0009,0002,0012
2543,Pohlmanstr.,504,Niehl,50407.0,Ford-Siedlung,50735,0001,0013,0002,0012
2544,Pohlstadtsweg,807,Brück,80703.0,Bergische Siedlung,51109,0411,0483,0394,0492
2545,Poller Damm,701,Poll,70103.0,Poll-Ost,51105,0061,0083,0026,0072
3464,Poller Hauptstr.,701,Poll,70102.0,Poll,51105,0001,0065,0002,0056
2546,Poller Holzweg,701,Poll,70105.0,GE Poll,51105,0009,0017,0010,0012
2547,Poller Kirchweg,105,Deutz,10504.0,Deutzer Hafen,50679,0013,0013,0008,0026
2547,Poller Kirchweg,701,Poll,70104.0,GE Poller Kirchweg,51105,,,0060,0110
2547,Poller Kirchweg,701,Poll,70101.0,Rolshoven,51105,0061,0067,,
2547,Poller Kirchweg,701,Poll,70102.0,Poll,51105,0069,0105,0118,0124
5311,Poller Weg,702,Westhoven, , ,51149,0001,0001,,
2548,Poll-Vingster Str.,701,Poll,70105.0,GE Poll,51105,0099,0117,0124,0160
2548,Poll-Vingster Str.,801,Humboldt/Gremberg,80102.0,Gremberg,51105,0189,0211,0204,0236
2548,Poll-Vingster Str.,801,Humboldt/Gremberg, , ,51105,0215,0215,,
5312,Pontinusweg,308,Lövenich,30804.0,Lövenich-West,50859,0001,0019,0002,0036
2549,Poppelreuterstr.,805,Ostheim,80502.0,Ostheim-Süd,51107,0001,0011,0002,0016
2550,Portalsgasse,103,Altstadt/Nord,10305.0,City,50667,,,,
5925,Portastr.,712,Lind,71204.0,GE Portastr.,51147,,,,
5313,Porzer Ringstr.,702,Westhoven, , ,51149,0001,0001,,
5313,Porzer Ringstr.,702,Westhoven,70201.0,Kaserne Westhoven,51149,0025,0035,0048,0052
5313,Porzer Ringstr.,704,Gremberghoven, , ,51149,,,0060,0060
5314,Porzer Str.,808,Rath/Heumar,80802.0,Rath,51107,0001,0065,0002,0046
5314,Porzer Str.,808,Rath/Heumar,80803.0,Heumar,51107,0081,0131,0070,0072
2553,Posadowskystr.,906,Höhenhaus,90601.0,Siedlung Schönrath,51061,0001,0003,0002,0002b
2554,Postprivatstr.,103,Altstadt/Nord,10308.0,Andreas-Viertel,50668,,,,
2555,Poststr.,101,Altstadt/Süd,10103.0,Cäcilien-Viertel,50676,0005,0051,0002,0010
5315,Poststr. (Porz),706,Porz,70601.0,Porz-Mitte,51143,0007,0031,0004,0052
5315,Poststr. (Porz),706,Porz,70605.0,GI Porz,51143,0147,0147,,
5315,Poststr. (Porz),711,Wahn, , ,51147,0275,0275,0250,0250
5315,Poststr. (Porz),711,Wahn,71101.0,Wahn,51147,0277,0299,0296,0322
5318,Potsdamer Str.,307,Weiden,30703.0,Üsdorf,50859,0001,0001,,
5318,Potsdamer Str.,307,Weiden,30702.0,Neu-Weiden,50859,0001a,0001c,0002,0014
5318,Potsdamer Str.,307,Weiden,30703.0,Üsdorf,50859,0003,0023,,
2556,Prälat-Otto-Müller-Platz,104,Neustadt/Nord,10403.0,Agnes-Viertel,50670,0001,0007,0002,0006
6066,Prälat-Savelsberg-Platz,402,Neuehrenfeld,40202.0,Neuehrenfeld,50823,,,,
3481,Prälat-van-Acken-Str.,303,Lindenthal,30304.0,Hohenlind,50935,0001,0007,0002,0014
2557,Prämonstratenserstr.,907,Dünnwald,90702.0,Dünnwald,51069,0001,0007,0002,0004
2557,Prämonstratenserstr.,907,Dünnwald,90703.0,Siedlung Klosterhof,51069,0051,0055,0056,0086
2558,Präses-Richter-Platz,901,Mülheim,90102.0,Mülheimer Stadtgarten,51065,0001,0003,,
3893,Preußen-Dellbrück-Weg,905,Dellbrück,90510.0,Moorslede,51069,0001,0051,0002,0040
2559,Prignitzstr.,805,Ostheim,80501.0,Ostheim-Nord,51107,0005,0005,0002,0016
3643,Prinzen-Garde-Weg,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,,,,
2560,Probsteigasse,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,0001,0051,0002,0050
2562,Pulheimer Str.,604,Heimersdorf,60402.0,Heimersdorf,50767,0001,0031,0002,0032
2561,Pützlachstr.,909,Flittard,90901.0,Flittard,51061,0007,0103,0006,0126a
2563,Pyrmonter Str.,902,Buchforst,90201.0,Buchforst,51065,0009,0009,0002,0016
2564,Quadrather Str.,305,Müngersdorf,30501.0,Alt-Müngersdorf,50933,0005,0007,0002,0006
2565,Quatermarkt,103,Altstadt/Nord,10305.0,City,50667,0001,0005,0002,0006
2566,Quedlinburger Weg,906,Höhenhaus,90607.0,Berliner Straße,51061,0001,0007,0002,0006
2567,Quentelstr.,101,Altstadt/Süd,10106.0,Severins-Viertel,50678,0001,0023,,
2568,Querstr.,904,Holweide,90401.0,Holweide-West,51067,0043,0059,0002,0008
2569,Quettinghofstr.,611,Roggendorf/Thenhoven,61103.0,Thenhoven,50769,0001,0129,,
2569,Quettinghofstr.,611,Roggendorf/Thenhoven,61101.0,Roggendorf,50769,,,0002,0088
2570,Quickbornweg,906,Höhenhaus,90603.0,Höhenhaus,51061,0001,0011a,0004,0020
2571,Quirinstr.,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,0001,0017,0002,0022
2572,Raabestr.,701,Poll,70101.0,Rolshoven,51105,0001,0009,,
2572,Raabestr.,701,Poll,70102.0,Poll,51105,0015,0041,0002,0062
5320,Raabestr. (Weiden),307,Weiden,30702.0,Neu-Weiden,50858,0001,0003,,
2573,Rademacherweg,905,Dellbrück, , ,51069,,,,
2574,Raderberger Str.,203,Raderberg,20302.0,Raderberg,50968,0099,0217,0102,0216
2575,Raderberggürtel,202,Marienburg,20202.0,Arnoldshöhe,50968,0001,0051,0002,0060
2578,Räderscheidtstr.,303,Lindenthal,30305.0,Deckstein,50935,0001,0009,0002,0012
2576,Raderthaler Str.,204,Raderthal,20402.0,Raderthal,50968,0003,0043,0008,0012
2577,Raderthalgürtel,204,Raderthal,20402.0,Raderthal,50968,0001,0011,0002,0008
3756,Radiumstr.,905,Dellbrück,90507.0,Dellbrück-Süd,51069,,,0002,0030
3477,Rahel-Varnhagen-Str.,901,Mülheim,90103.0,Mülheim,51063,,,0004,0004
2579,Raiffeiseneck,103,Altstadt/Nord,10301.0,Kuniberts-Viertel,50668,,,,
2580,Raiffeisenstr.,701,Poll,70101.0,Rolshoven,51105,0001,0025,0002,0020
5321,Raiffeisenstr. (Meschenich),213,Meschenich,21303.0,Neu-Meschenich,50997,0001,0025,0002,0016
2581,Rambouxstr.,506,Longerich,50601.0,Gartenstadt-Nord,50737,0001,0327,0002,0138
2582,Ramrather Weg,612,Worringen,61204.0,Neu-Worringen,50769,0001,0039,,
2583,Rankestr.,302,Sülz,30204.0,Kriel,50935,0001,0015,0002,0018
2584,Ransbacher Weg,605,Lindweiler,60501.0,Lindweiler,50767,0001,0013,0002,0014
2585,Ransenbergweg,405,Bocklemünd/Mengenich,40502.0,Mengenich,50829,,,,
5322,Ranzeler Str.,714,Zündorf,71402.0,Zündorf-Süd,51143,0001,0013,0002,0032
2586,Rapunzelgäßchen,904,Holweide,90406.0,Märchen-Siedlung,51067,0001,0005,0002,0004
2587,Raschdorffstr.,304,Braunsfeld,30402.0,Baumeister-Viertel,50933,0001,0029,0002a,0030
2588,Rastatter Str.,805,Ostheim,80502.0,Ostheim-Süd,51107,0001,0027,0002,0022
2589,Rathausplatz,103,Altstadt/Nord,10305.0,City,50667,0001,0035,0002,0004
5323,Rathausstr.,706,Porz,70601.0,Porz-Mitte,51143,0001,0023,0002,0030
2590,Rathenauplatz,102,Neustadt/Süd,10206.0,Rathenau-Viertel,50674,0001,0035,0002,0040
6024,Rather Bungert,309,Widdersdorf,30905.0,Widdersdorf-Süd,50859,0001,0077,0004,0034
2591,Rather Kirchweg,808,Rath/Heumar,80802.0,Rath,51107,,,0002,0016
2591,Rather Kirchweg,807,Brück,80710.0,Oberer Bruch,51109,,,0300,0300
2592,Rather Mauspfad,808,Rath/Heumar,80802.0,Rath,51107,0001,0087,,
2592,Rather Mauspfad,808,Rath/Heumar,80801.0,Göttersiedlung,51107,,,0006,0108
2593,Rather Schulstr.,808,Rath/Heumar,80802.0,Rath,51107,0001,0031,0002,0046
2593,Rather Schulstr.,808,Rath/Heumar,80803.0,Heumar,51107,0043,0085,0056,0102e
5326,Rather Str.,704,Gremberghoven,70401.0,Gremberghoven,51149,0001,0039,0002a,0068
3652,Rather Weg,808,Rath/Heumar, , ,51107,,,,
2594,Rath-Mengenicher Weg,309,Widdersdorf,30904.0,Subbelrather Hof,50859,0003,0007,,
2595,Ratsstr.,901,Mülheim,90103.0,Mülheim,51063,,,0002,0010
2596,Rauhe Hecke,808,Rath/Heumar,80802.0,Rath,51107,0001,0013,0002,0014
2597,Raumannskaul,901,Mülheim,90110.0,Böcking-Siedlung,51063,0001,0001,0000,0004
2598,Raumerstr.,302,Sülz,30204.0,Kriel,50935,0001,0015,0002,0012
2599,Rautenstrauchstr.,303,Lindenthal,30306.0,Melaten,50931,0065,0081,0068,0078
2599,Rautenstrauchstr.,303,Lindenthal,30306.0,Melaten,50935,0083,0095,0078a,0086
2600,Ravensburger Str.,507,Bilderstöckchen,50702.0,Parkgürtel-Nord,50739,0001,0067,0002,0112
5328,Rebhuhnweg,211,Godorf,21101.0,Godorf,50997,0001,0039,0002,0030
2601,Redwitzstr.,302,Sülz,30202.0,Sülz,50937,0001,0089,0002,0100
